territori,tipus_de_territori,anys,sense estudis_espanya,sense estudis_resta de la unio europea,sense estudis_resta del mon,"estudis primaris, certificat d'escolaritat, egb_espanya","estudis primaris, certificat d'escolaritat, egb_resta de la unio europea","estudis primaris, certificat d'escolaritat, egb_resta del mon","batxillerat elemental, graduat escolar, eso, fpi_espanya","batxillerat elemental, graduat escolar, eso, fpi_resta de la unio europea","batxillerat elemental, graduat escolar, eso, fpi_resta del mon","batxillerat superior, bup, cou, fpii, cfgm grau mitja_espanya","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta de la unio europea","batxillerat superior, bup, cou, fpii, cfgm grau mitja_resta del mon","estudis universitaris, cfgs grau superior_espanya","estudis universitaris, cfgs grau superior_resta de la unio europea","estudis universitaris, cfgs grau superior_resta del mon"
la clota,barri,2017,21,NA,NA,72,NA,22,117,NA,13,104,NA,9,138,5,7
la clota,barri,2018,19,NA,NA,71,NA,21,127,NA,17,107,NA,18,147,NA,11
la clota,barri,2019,18,NA,NA,65,NA,20,133,NA,20,102,NA,18,157,7,12
la clota,barri,2020,15,NA,NA,65,NA,25,138,NA,17,110,11,19,150,10,11
la clota,barri,2021,12,NA,NA,64,NA,24,143,NA,15,112,12,17,146,9,13
la clota,barri,2022,11,NA,NA,64,NA,22,142,NA,14,104,11,13,145,7,13
la clota,barri,2023,12,NA,NA,65,NA,25,143,NA,17,103,10,15,151,5,13
horta,barri,1997,4418,NA,NA,6579,10,22,4310,7,9,4628,10,23,2576,13,22
horta,barri,1998,4334,NA,NA,6575,8,26,4329,7,10,4616,12,38,2588,12,25
horta,barri,1999,4173,NA,NA,6459,9,28,4346,7,19,4597,11,48,2593,17,30
horta,barri,2000,3970,NA,NA,6389,11,32,4363,6,21,4576,12,52,2618,24,42
horta,barri,2001,3767,NA,5,6264,13,74,4321,8,77,4537,16,123,2677,24,88
horta,barri,2002,3589,NA,22,5510,14,97,4638,16,152,5483,46,245,2925,26,128
horta,barri,2003,3457,NA,21,5384,14,152,4670,19,207,5539,59,288,2988,42,186
horta,barri,2004,3308,NA,18,5298,22,207,4653,33,236,5415,72,327,3033,63,250
horta,barri,2005,3149,NA,15,5158,20,297,4669,44,289,5230,73,391,3123,75,306
horta,barri,2006,3007,NA,18,5027,20,346,4645,47,330,5094,84,392,3195,94,326
horta,barri,2007,2873,NA,22,4889,37,344,4653,82,325,4982,120,353,3268,112,307
horta,barri,2008,2819,NA,32,4767,66,654,4667,106,530,4930,162,496,3371,154,439
horta,barri,2009,2711,NA,67,4612,83,975,4717,108,708,4867,170,548,3448,172,471
horta,barri,2010,2518,NA,73,4461,79,1029,4772,103,678,5012,171,536,3603,163,447
horta,barri,2011,2357,NA,81,4337,84,1017,4833,100,619,5033,161,504,3745,174,483
horta,barri,2012,2214,NA,62,4243,83,763,4933,99,523,5319,159,466,3899,163,466
horta,barri,2013,2097,NA,43,4163,87,510,4928,98,463,5354,175,402,3989,176,465
horta,barri,2014,2007,NA,48,4089,96,480,4885,94,473,5369,175,403,4073,186,463
horta,barri,2015,1889,NA,40,3996,96,429,4926,91,403,5470,170,356,4203,184,456
horta,barri,2016,1100,NA,6,4694,102,477,4892,79,418,5490,171,387,4325,186,439
horta,barri,2017,1009,NA,6,4517,88,430,4937,70,504,5490,169,413,4471,202,566
horta,barri,2018,899,NA,7,4359,79,454,4992,78,555,5419,173,475,4623,229,573
horta,barri,2019,834,NA,11,4214,81,555,4801,83,695,5447,172,665,4757,263,687
horta,barri,2020,783,NA,13,4071,82,643,4995,81,932,5504,173,891,4895,304,803
horta,barri,2021,679,NA,8,3904,72,630,4891,78,1032,5556,166,942,4998,291,795
horta,barri,2022,621,NA,8,3791,80,599,4914,80,1061,5658,158,872,5074,284,727
horta,barri,2023,547,NA,9,3668,64,726,5050,82,1369,5596,157,1316,5321,304,1000
nou barris,districte,1997,34020,27,38,46018,64,147,30202,32,105,23212,58,221,9881,40,127
nou barris,districte,1998,33157,29,54,45780,70,203,30339,36,139,23048,60,295,9717,47,153
nou barris,districte,1999,31979,28,68,45059,75,315,30103,38,173,22619,58,404,9480,52,195
nou barris,districte,2000,30708,27,80,44386,85,456,29858,45,279,22096,65,546,9260,60,239
nou barris,districte,2001,29465,26,135,43300,81,941,29410,49,844,21554,69,1210,9106,73,521
nou barris,districte,2002,28234,22,246,39150,78,1599,31795,85,1927,25870,143,2003,9968,107,895
nou barris,districte,2003,27080,23,270,37766,87,2581,31637,113,2816,25583,178,2665,10029,164,1330
nou barris,districte,2004,25796,26,279,36593,99,3329,31390,135,3549,24694,221,3151,10319,219,1716
nou barris,districte,2005,24764,19,330,35372,123,4208,31080,178,4113,23744,269,3567,10634,314,1997
nou barris,districte,2006,23710,17,383,34190,157,5464,30973,207,4645,23013,310,4017,10894,348,2226
nou barris,districte,2007,22591,30,333,33214,433,5780,31039,452,4993,22586,487,3763,11323,476,2131
nou barris,districte,2008,22077,40,375,32219,602,6994,31358,602,5788,22274,597,4105,11619,582,2364
nou barris,districte,2009,20847,37,417,31042,593,7870,32058,639,6415,22190,653,4250,12015,642,2569
nou barris,districte,2010,19618,37,387,30092,577,7454,32804,593,6107,22688,623,4174,12544,635,2531
nou barris,districte,2011,18515,38,426,29749,563,7609,33244,548,6051,23073,599,4199,13025,651,2486
nou barris,districte,2012,17380,38,423,29286,519,7236,33982,574,6204,24486,602,4378,13584,662,2569
nou barris,districte,2013,16563,30,386,28733,479,6657,34116,552,5899,24779,620,4295,13949,676,2566
nou barris,districte,2014,15780,36,380,28361,481,6042,34458,538,5638,25044,651,4021,14412,709,2434
nou barris,districte,2015,15017,36,391,28282,441,5626,35140,515,5166,25675,632,3604,15172,727,2308
nou barris,districte,2016,8243,10,58,34791,460,5898,34964,498,5303,25906,653,3807,15596,756,2530
nou barris,districte,2017,7549,8,63,33782,424,5784,35627,516,6151,26188,698,4299,15862,853,2986
nou barris,districte,2018,6886,6,61,32791,385,5800,35946,560,6759,26306,748,4918,16370,982,3474
nou barris,districte,2019,6232,11,67,31811,408,6133,35699,597,7624,26517,836,5836,16896,1148,4030
nou barris,districte,2020,5652,7,79,30930,409,6321,36461,618,8689,26873,910,6746,17361,1256,4536
nou barris,districte,2021,4904,7,94,30086,386,6425,36209,608,9068,27615,916,7029,17675,1218,4698
nou barris,districte,2022,4369,6,76,29294,380,5825,36467,632,8527,27991,909,6658,18125,1230,4421
nou barris,districte,2023,3782,NA,74,28551,361,6025,37083,634,9551,27795,905,7830,18828,1314,5105
vilapicina i la torre llobeta,barri,1997,3651,NA,NA,6200,10,18,4159,NA,12,4513,13,51,2584,14,27
vilapicina i la torre llobeta,barri,1998,3525,5,8,6098,8,30,4166,NA,25,4578,10,61,2558,16,35
vilapicina i la torre llobeta,barri,1999,3411,5,8,6078,9,49,4203,5,26,4569,9,76,2544,17,40
vilapicina i la torre llobeta,barri,2000,3256,5,9,5993,11,71,4195,NA,46,4501,12,86,2543,19,49
vilapicina i la torre llobeta,barri,2001,3143,5,9,5913,12,130,4163,6,126,4436,15,205,2539,24,94
vilapicina i la torre llobeta,barri,2002,2996,NA,19,5112,10,226,4538,17,265,5420,35,345,2820,35,197
vilapicina i la torre llobeta,barri,2003,2869,NA,28,4944,11,356,4576,25,378,5346,42,456,2861,47,256
vilapicina i la torre llobeta,barri,2004,2708,NA,28,4810,13,381,4559,30,472,5151,45,500,2922,60,310
vilapicina i la torre llobeta,barri,2005,2595,NA,40,4697,13,461,4538,38,509,4981,53,548,2982,76,353
vilapicina i la torre llobeta,barri,2006,2473,NA,46,4621,16,567,4520,45,571,4847,62,599,3034,92,378
vilapicina i la torre llobeta,barri,2007,2401,NA,35,4492,52,569,4500,78,604,4698,111,554,3110,104,374
vilapicina i la torre llobeta,barri,2008,2381,NA,26,4368,63,627,4573,95,679,4646,124,575,3176,129,378
vilapicina i la torre llobeta,barri,2009,2237,NA,28,4249,50,730,4638,100,740,4582,127,590,3240,159,409
vilapicina i la torre llobeta,barri,2010,2090,NA,21,4104,42,683,4706,85,706,4683,114,563,3370,164,394
vilapicina i la torre llobeta,barri,2011,1944,NA,18,4002,37,718,4709,77,725,4708,99,568,3478,155,393
vilapicina i la torre llobeta,barri,2012,1813,NA,25,3944,37,704,4880,82,726,4979,104,586,3607,158,404
vilapicina i la torre llobeta,barri,2013,1717,NA,34,3825,40,678,4875,85,715,5031,103,594,3732,165,448
vilapicina i la torre llobeta,barri,2014,1594,NA,31,3737,49,599,4890,88,641,5062,112,557,3863,180,415
vilapicina i la torre llobeta,barri,2015,1522,NA,35,3717,59,567,4991,91,642,5123,111,486,4010,182,391
vilapicina i la torre llobeta,barri,2016,952,NA,NA,4191,56,637,4930,91,644,5105,99,513,4139,183,416
vilapicina i la torre llobeta,barri,2017,877,NA,NA,4021,50,596,5010,98,710,5140,119,571,4144,196,480
vilapicina i la torre llobeta,barri,2018,809,NA,NA,3909,44,556,4999,100,767,5103,137,639,4267,222,528
vilapicina i la torre llobeta,barri,2019,735,NA,7,3775,51,584,4857,99,833,5104,146,733,4365,260,610
vilapicina i la torre llobeta,barri,2020,673,NA,7,3661,59,564,4987,92,890,5123,152,826,4489,292,678
vilapicina i la torre llobeta,barri,2021,578,NA,8,3537,53,580,4826,88,892,5248,172,830,4551,270,714
vilapicina i la torre llobeta,barri,2022,518,NA,6,3427,55,524,4890,92,875,5262,178,772,4676,282,723
vilapicina i la torre llobeta,barri,2023,443,NA,5,3295,52,537,4911,95,1014,5206,158,927,4759,296,798
porta,barri,1997,4466,5,NA,6422,12,29,4338,10,19,3876,11,45,1713,NA,22
porta,barri,1998,4321,6,NA,6374,17,34,4359,13,24,3839,12,59,1703,NA,19
porta,barri,1999,4209,NA,NA,6304,17,42,4374,12,27,3786,12,69,1682,NA,30
porta,barri,2000,4042,NA,6,6226,19,52,4335,15,45,3718,16,97,1641,9,40
porta,barri,2001,3894,NA,17,6062,14,139,4260,13,170,3651,15,207,1608,11,86
porta,barri,2002,3709,NA,22,5519,9,204,4566,16,316,4269,29,299,1744,14,126
porta,barri,2003,3561,NA,19,5339,11,251,4503,17,370,4239,31,366,1748,30,167
porta,barri,2004,3414,NA,26,5149,15,329,4414,19,405,4053,35,426,1777,42,235
porta,barri,2005,3285,NA,29,5012,19,374,4385,30,415,3910,46,471,1844,59,271
porta,barri,2006,3170,NA,38,4896,19,492,4346,37,503,3764,57,513,1903,62,305
porta,barri,2007,3054,NA,35,4788,38,528,4379,64,572,3779,68,461,2035,86,305
porta,barri,2008,2990,5,47,4690,72,817,4413,102,792,3740,100,610,2107,120,417
porta,barri,2009,2835,6,76,4516,86,1250,4490,111,1033,3736,109,705,2216,136,506
porta,barri,2010,2686,9,76,4395,74,1264,4568,96,1021,3800,101,695,2304,126,472
porta,barri,2011,2506,13,100,4356,71,1266,4631,86,915,3897,101,690,2423,136,402
porta,barri,2012,2389,9,74,4263,67,1053,4704,81,893,4158,85,667,2547,124,433
porta,barri,2013,2279,9,55,4161,68,867,4718,80,787,4172,83,676,2570,121,413
porta,barri,2014,2198,12,57,4121,70,763,4780,91,798,4227,89,653,2657,121,373
porta,barri,2015,2083,7,53,4120,53,686,4883,69,691,4362,89,563,2812,117,355
porta,barri,2016,1226,5,7,4881,72,725,4916,66,687,4412,105,587,2913,124,401
porta,barri,2017,1132,6,7,4738,70,770,5001,72,815,4451,112,661,2971,137,486
porta,barri,2018,1028,6,7,4629,65,792,5028,80,940,4496,127,789,3069,169,617
porta,barri,2019,950,7,10,4501,74,937,4986,88,1246,4529,143,1077,3141,213,767
porta,barri,2020,852,5,12,4371,75,1134,5051,97,1719,4606,151,1408,3220,218,953
porta,barri,2021,732,NA,11,4222,74,1149,5000,99,1876,4698,149,1499,3264,228,979
porta,barri,2022,648,NA,12,4124,75,1075,5066,101,1764,4734,152,1435,3321,234,907
porta,barri,2023,568,NA,14,4047,65,1257,5221,99,2107,4756,156,1806,3481,269,1112
el turo de la peira,barri,1997,3234,NA,NA,4471,8,17,2307,NA,12,2110,NA,32,970,6,20
el turo de la peira,barri,1998,3120,NA,5,4428,9,22,2302,NA,17,2109,NA,47,940,8,27
el turo de la peira,barri,1999,2992,NA,13,4327,8,65,2284,NA,30,2057,NA,97,903,7,40
el turo de la peira,barri,2000,2888,NA,16,4223,9,96,2279,NA,64,1971,5,128,873,7,42
el turo de la peira,barri,2001,2744,NA,20,4132,9,146,2261,NA,119,1917,7,222,844,9,83
el turo de la peira,barri,2002,2623,NA,37,3804,11,228,2388,9,232,2226,9,308,845,11,128
el turo de la peira,barri,2003,2502,NA,36,3662,12,344,2328,12,397,2171,14,401,815,14,201
el turo de la peira,barri,2004,2381,NA,41,3541,15,443,2321,13,482,2135,27,467,873,25,245
el turo de la peira,barri,2005,2255,NA,45,3429,20,569,2290,13,605,2101,37,524,916,24,298
el turo de la peira,barri,2006,2140,NA,47,3286,22,718,2247,19,659,1997,31,606,899,31,287
el turo de la peira,barri,2007,2041,NA,43,3202,42,748,2233,41,721,1972,45,576,919,39,252
el turo de la peira,barri,2008,1970,NA,49,3087,54,828,2259,51,794,1953,48,597,949,42,268
el turo de la peira,barri,2009,1846,NA,54,2982,58,870,2319,58,856,1946,49,601,971,50,299
el turo de la peira,barri,2010,1742,NA,48,2900,54,872,2408,51,848,1998,49,599,1010,44,309
el turo de la peira,barri,2011,1659,NA,49,2860,55,863,2489,47,846,2078,43,584,1062,47,334
el turo de la peira,barri,2012,1551,NA,66,2792,44,892,2572,43,884,2181,50,628,1114,65,359
el turo de la peira,barri,2013,1454,NA,53,2696,45,826,2602,41,849,2236,59,617,1157,70,363
el turo de la peira,barri,2014,1389,NA,54,2668,41,763,2668,37,837,2285,55,574,1201,70,344
el turo de la peira,barri,2015,1311,NA,57,2677,32,681,2788,40,759,2380,54,489,1253,75,313
el turo de la peira,barri,2016,903,NA,10,2995,31,716,2792,40,751,2444,57,499,1301,75,327
el turo de la peira,barri,2017,808,NA,11,2889,26,712,2843,41,807,2468,65,540,1368,85,380
el turo de la peira,barri,2018,745,NA,11,2729,24,683,2913,44,836,2470,75,577,1420,104,434
el turo de la peira,barri,2019,664,NA,5,2608,25,705,2876,45,880,2501,81,651,1492,123,513
el turo de la peira,barri,2020,596,NA,10,2528,21,715,2991,52,974,2535,93,734,1555,135,591
el turo de la peira,barri,2021,502,NA,11,2394,17,749,2976,54,1031,2624,92,761,1600,116,597
el turo de la peira,barri,2022,440,NA,11,2343,12,679,3067,61,979,2658,102,748,1652,114,561
el turo de la peira,barri,2023,373,NA,9,2275,15,677,3137,66,1012,2692,100,853,1707,123,599
can peguera,barri,1997,435,NA,NA,739,NA,NA,432,NA,5,220,NA,NA,65,NA,NA
can peguera,barri,1998,432,NA,NA,740,NA,NA,452,NA,NA,220,NA,7,62,NA,NA
can peguera,barri,1999,420,NA,NA,724,NA,NA,425,NA,NA,222,NA,6,62,NA,NA
can peguera,barri,2000,393,NA,NA,698,NA,NA,428,NA,6,216,NA,8,58,NA,NA
can peguera,barri,2001,367,NA,NA,676,NA,NA,412,NA,6,210,NA,10,61,NA,NA
can peguera,barri,2002,362,NA,NA,642,NA,NA,445,NA,12,224,NA,12,69,NA,NA
can peguera,barri,2003,357,NA,NA,629,NA,NA,441,NA,13,221,NA,15,62,NA,7
can peguera,barri,2004,342,NA,NA,601,NA,7,441,NA,12,236,NA,17,74,NA,5
can peguera,barri,2005,337,NA,NA,585,NA,10,444,NA,16,244,NA,15,85,NA,8
can peguera,barri,2006,330,NA,NA,565,NA,12,448,NA,17,252,NA,16,94,NA,8
can peguera,barri,2007,311,NA,NA,560,5,12,471,NA,24,260,NA,13,104,NA,7
can peguera,barri,2008,328,NA,NA,557,5,12,467,NA,27,276,NA,13,106,NA,NA
can peguera,barri,2009,323,NA,NA,534,7,16,499,NA,20,270,NA,14,108,NA,6
can peguera,barri,2010,312,NA,NA,535,6,14,522,NA,14,291,NA,16,110,7,6
can peguera,barri,2011,292,NA,NA,527,5,14,544,NA,21,304,NA,17,115,6,6
can peguera,barri,2012,267,NA,NA,509,6,12,552,NA,23,325,NA,19,121,6,9
can peguera,barri,2013,251,NA,5,514,5,15,546,NA,27,322,5,21,129,6,8
can peguera,barri,2014,244,NA,7,501,6,21,568,NA,33,315,NA,22,136,9,7
can peguera,barri,2015,235,NA,7,494,9,22,566,NA,32,305,NA,28,143,10,11
can peguera,barri,2016,119,NA,NA,618,9,39,574,NA,34,306,5,25,132,8,12
can peguera,barri,2017,108,NA,NA,599,9,45,589,NA,36,308,5,26,143,8,19
can peguera,barri,2018,94,NA,NA,574,8,49,580,NA,47,318,5,29,146,7,26
can peguera,barri,2019,85,NA,NA,552,6,51,586,NA,59,307,6,32,152,7,32
can peguera,barri,2020,78,NA,NA,529,6,52,601,NA,73,306,6,33,153,7,33
can peguera,barri,2021,72,NA,NA,518,6,55,599,NA,65,300,5,38,152,8,30
can peguera,barri,2022,64,NA,NA,514,NA,51,603,5,47,313,5,35,156,10,34
can peguera,barri,2023,56,NA,NA,519,NA,46,599,NA,43,314,NA,37,162,8,27
la guineueta,barri,1997,2557,NA,NA,4606,NA,5,3129,NA,9,2982,9,9,1518,NA,14
la guineueta,barri,1998,2481,NA,NA,4548,5,10,3142,NA,8,2917,9,14,1482,6,20
la guineueta,barri,1999,2405,NA,NA,4480,5,14,3096,NA,10,2850,11,22,1430,6,22
la guineueta,barri,2000,2326,NA,NA,4403,5,15,3040,NA,20,2768,11,34,1379,8,23
la guineueta,barri,2001,2255,NA,NA,4281,NA,55,2982,NA,40,2689,10,74,1340,9,39
la guineueta,barri,2002,2144,NA,6,3807,5,83,3093,7,99,3102,14,118,1450,9,68
la guineueta,barri,2003,2066,NA,7,3693,5,107,3075,13,144,3027,21,168,1489,21,125
la guineueta,barri,2004,1988,NA,NA,3609,6,113,3123,12,155,3008,24,202,1552,30,165
la guineueta,barri,2005,1905,NA,7,3506,6,136,3108,15,153,2869,29,194,1582,43,188
la guineueta,barri,2006,1843,NA,8,3383,7,161,3107,20,157,2793,33,191,1595,41,184
la guineueta,barri,2007,1759,NA,7,3277,15,146,3118,38,168,2740,51,165,1611,61,135
la guineueta,barri,2008,1710,NA,9,3166,25,165,3104,46,219,2665,59,174,1628,63,137
la guineueta,barri,2009,1615,NA,13,3035,22,187,3140,52,221,2647,57,178,1667,71,147
la guineueta,barri,2010,1519,NA,8,2939,33,193,3146,55,212,2676,52,196,1741,72,154
la guineueta,barri,2011,1432,NA,13,2885,31,203,3185,49,252,2681,54,220,1781,58,160
la guineueta,barri,2012,1327,NA,18,2812,23,184,3238,57,256,2850,51,237,1837,60,161
la guineueta,barri,2013,1267,NA,16,2754,23,175,3284,52,250,2862,53,214,1872,64,162
la guineueta,barri,2014,1206,NA,12,2680,20,189,3317,48,233,2860,59,191,1915,57,155
la guineueta,barri,2015,1144,NA,16,2612,23,165,3322,36,207,2929,53,165,2012,61,153
la guineueta,barri,2016,677,NA,NA,3003,30,172,3263,42,210,2948,59,189,2045,64,154
la guineueta,barri,2017,630,NA,NA,2950,23,176,3344,49,270,2992,60,216,2061,77,154
la guineueta,barri,2018,584,NA,NA,2875,26,174,3393,52,272,2996,57,240,2146,78,173
la guineueta,barri,2019,531,NA,NA,2766,27,197,3371,52,339,2990,62,290,2186,88,198
la guineueta,barri,2020,497,NA,NA,2663,26,197,3396,52,351,3020,74,360,2220,94,238
la guineueta,barri,2021,443,NA,5,2560,20,219,3322,48,367,3070,65,394,2229,93,256
la guineueta,barri,2022,396,NA,5,2437,20,194,3316,53,346,3117,59,355,2292,100,228
la guineueta,barri,2023,343,NA,NA,2351,20,219,3340,53,417,3107,56,405,2386,94,284
canyelles,barri,1997,1339,NA,NA,2482,NA,NA,1796,NA,NA,1034,NA,NA,431,NA,5
canyelles,barri,1998,1302,NA,NA,2433,NA,NA,1794,NA,NA,1037,NA,6,431,NA,5
canyelles,barri,1999,1250,NA,NA,2384,NA,NA,1778,NA,NA,1017,NA,5,411,NA,5
canyelles,barri,2000,1206,NA,NA,2353,NA,6,1764,NA,NA,988,NA,8,395,NA,NA
canyelles,barri,2001,1161,NA,NA,2276,NA,10,1722,NA,5,952,NA,12,371,NA,11
canyelles,barri,2002,1135,NA,5,2074,5,19,1866,NA,29,1266,NA,25,419,NA,13
canyelles,barri,2003,1079,NA,NA,2008,NA,34,1829,NA,49,1255,5,45,417,NA,21
canyelles,barri,2004,1031,NA,7,1946,NA,49,1820,NA,36,1192,6,38,422,7,31
canyelles,barri,2005,1005,NA,5,1870,NA,55,1804,NA,50,1126,5,39,423,11,48
canyelles,barri,2006,971,NA,NA,1782,5,58,1801,NA,58,1080,9,61,444,11,55
canyelles,barri,2007,928,NA,5,1724,7,66,1791,8,75,1031,8,67,459,18,51
canyelles,barri,2008,914,NA,NA,1686,8,86,1809,11,79,1001,12,63,470,16,57
canyelles,barri,2009,882,NA,NA,1642,6,80,1837,13,81,1004,13,58,484,16,70
canyelles,barri,2010,839,NA,NA,1592,10,67,1849,10,62,1019,16,44,512,12,59
canyelles,barri,2011,798,NA,5,1567,11,74,1867,7,69,1025,18,51,534,16,59
canyelles,barri,2012,737,NA,5,1542,10,85,1894,9,68,1075,13,51,583,17,59
canyelles,barri,2013,711,NA,6,1534,12,76,1861,13,65,1080,15,43,598,17,58
canyelles,barri,2014,688,NA,NA,1513,12,60,1835,12,62,1069,18,45,590,17,45
canyelles,barri,2015,662,NA,NA,1484,9,44,1825,10,50,1095,14,40,621,18,41
canyelles,barri,2016,330,NA,NA,1842,6,52,1821,9,65,1103,15,40,626,17,48
canyelles,barri,2017,309,NA,NA,1781,6,52,1841,10,72,1096,12,38,619,18,50
canyelles,barri,2018,288,NA,NA,1737,7,45,1876,10,79,1094,17,44,654,16,63
canyelles,barri,2019,262,NA,NA,1679,8,52,1845,11,99,1094,22,54,681,19,72
canyelles,barri,2020,235,NA,NA,1648,9,55,1862,13,130,1097,25,69,704,23,74
canyelles,barri,2021,208,NA,NA,1602,8,59,1877,13,108,1131,21,75,720,27,73
canyelles,barri,2022,184,NA,NA,1557,8,62,1878,18,113,1148,20,92,733,26,72
canyelles,barri,2023,166,NA,NA,1526,5,70,1888,17,135,1129,21,100,751,21,94
les roquetes,barri,1997,3944,NA,NA,4177,5,21,2848,NA,13,1493,6,19,373,NA,8
les roquetes,barri,1998,3854,NA,6,4189,NA,26,2855,NA,17,1481,7,26,368,NA,13
les roquetes,barri,1999,3713,NA,6,4093,NA,40,2809,NA,22,1426,6,32,355,NA,15
les roquetes,barri,2000,3607,NA,8,4022,NA,50,2749,NA,27,1395,7,38,333,NA,15
les roquetes,barri,2001,3493,NA,21,3929,NA,105,2669,NA,109,1324,7,119,323,NA,38
les roquetes,barri,2002,3388,NA,33,3643,5,180,2994,6,237,1671,13,210,387,NA,72
les roquetes,barri,2003,3239,NA,33,3487,7,305,3008,9,339,1691,21,278,399,8,114
les roquetes,barri,2004,3092,NA,40,3376,10,461,2975,8,462,1653,31,336,414,9,149
les roquetes,barri,2005,2940,NA,44,3241,14,562,2935,15,542,1592,28,417,428,22,158
les roquetes,barri,2006,2812,NA,53,3090,16,763,2928,12,613,1551,32,447,449,24,196
les roquetes,barri,2007,2650,NA,59,2970,82,724,2937,72,630,1515,59,392,489,45,195
les roquetes,barri,2008,2577,7,64,2849,110,884,2982,89,713,1476,68,455,524,46,204
les roquetes,barri,2009,2435,5,58,2732,109,998,3092,94,774,1468,82,469,541,43,212
les roquetes,barri,2010,2277,5,48,2660,122,957,3209,87,717,1524,89,461,564,52,227
les roquetes,barri,2011,2160,6,46,2623,119,975,3311,83,737,1544,82,462,580,60,249
les roquetes,barri,2012,2018,7,50,2631,87,929,3391,82,800,1626,81,513,612,65,261
les roquetes,barri,2013,1933,NA,44,2616,83,881,3406,75,742,1639,90,474,621,66,238
les roquetes,barri,2014,1856,NA,37,2573,93,782,3430,67,676,1666,86,456,642,77,238
les roquetes,barri,2015,1767,NA,41,2610,86,731,3454,65,630,1713,86,426,670,75,230
les roquetes,barri,2016,777,NA,5,3640,83,738,3452,66,666,1709,97,451,711,71,244
les roquetes,barri,2017,703,NA,5,3553,70,731,3504,65,760,1747,104,500,757,83,311
les roquetes,barri,2018,650,NA,5,3486,59,736,3508,70,841,1750,88,580,774,89,351
les roquetes,barri,2019,578,NA,6,3421,63,771,3557,78,961,1785,95,701,797,98,383
les roquetes,barri,2020,524,NA,7,3316,61,770,3633,78,1074,1816,107,725,807,114,424
les roquetes,barri,2021,457,NA,10,3294,53,762,3665,74,1096,1924,114,755,850,108,456
les roquetes,barri,2022,403,NA,5,3199,44,695,3616,62,997,2008,99,710,890,114,438
les roquetes,barri,2023,354,NA,5,3103,44,687,3681,68,1159,1956,103,856,954,123,536
verdun,barri,1997,3117,NA,5,3638,5,25,2300,NA,17,1431,5,17,477,NA,10
verdun,barri,1998,3038,NA,5,3617,5,34,2298,NA,15,1369,6,24,458,NA,12
verdun,barri,1999,2908,NA,6,3541,5,39,2302,NA,15,1365,6,27,446,NA,11
verdun,barri,2000,2766,NA,8,3481,6,44,2262,5,18,1330,6,40,430,5,19
verdun,barri,2001,2611,NA,15,3360,6,89,2201,6,88,1305,5,116,430,6,50
verdun,barri,2002,2508,NA,26,3074,5,164,2371,7,202,1543,14,189,469,9,76
verdun,barri,2003,2398,NA,28,2969,6,218,2348,8,258,1550,13,221,475,10,113
verdun,barri,2004,2273,NA,23,2878,6,274,2333,10,308,1495,12,250,482,15,135
verdun,barri,2005,2201,NA,21,2773,8,325,2285,9,342,1423,13,258,514,23,142
verdun,barri,2006,2087,NA,28,2688,13,409,2280,15,388,1378,22,312,519,33,160
verdun,barri,2007,1976,5,17,2613,40,407,2296,28,399,1376,41,319,554,32,173
verdun,barri,2008,1920,5,19,2544,49,496,2339,37,472,1375,48,345,590,42,201
verdun,barri,2009,1815,6,18,2443,36,532,2419,34,503,1382,56,346,595,41,203
verdun,barri,2010,1685,6,22,2388,45,498,2516,29,484,1409,52,332,642,43,195
verdun,barri,2011,1579,NA,20,2377,36,516,2538,32,482,1462,44,347,678,44,193
verdun,barri,2012,1513,5,25,2355,39,529,2600,33,518,1569,50,387,711,48,214
verdun,barri,2013,1424,NA,26,2287,29,512,2603,32,521,1612,45,375,727,46,217
verdun,barri,2014,1343,NA,30,2226,42,470,2590,33,495,1618,51,337,741,52,220
verdun,barri,2015,1272,NA,28,2215,38,453,2664,38,465,1665,58,307,803,56,204
verdun,barri,2016,686,NA,6,2777,32,515,2663,32,492,1687,52,319,812,63,231
verdun,barri,2017,625,NA,6,2690,27,475,2731,34,563,1703,53,384,848,81,249
verdun,barri,2018,565,NA,NA,2599,23,464,2745,42,607,1744,59,444,863,94,292
verdun,barri,2019,496,NA,NA,2480,23,485,2725,46,687,1730,67,526,897,105,341
